nome_repo,n_estrelas,d_criacao,d_atualizacao,n_releases,linguagem,n_issues,n_issues_fechadas,n_pull_requests
chenglou/react-motion,21542,2015-06-11T07:38:23Z,2023-08-22T22:45:03Z,4,JavaScript,398,249,809
vnpy/vnpy,21539,2015-03-02T03:36:58Z,2023-08-22T18:13:09Z,56,Python,1999,1975,6555
onevcat/Kingfisher,21532,2015-04-06T14:26:21Z,2023-08-22T16:13:53Z,177,Swift,1317,1206,2631
HeroTransitions/Hero,21522,2016-11-24T18:49:37Z,2023-08-22T07:01:20Z,38,Swift,602,567,558
flameshot-org/flameshot,21507,2017-05-10T19:44:51Z,2023-08-22T21:28:39Z,25,C++,2201,1744,1877
robertdavidgraham/masscan,21487,2013-07-28T05:35:33Z,2023-08-23T00:24:14Z,11,C,517,172,706
ai/nanoid,21470,2017-08-05T05:24:35Z,2023-08-22T16:32:06Z,1,JavaScript,217,209,977
changkun/modern-cpp-tutorial,21470,2016-08-19T14:39:15Z,2023-08-22T13:45:39Z,3,C++,118,110,280
rancher/rancher,21452,2014-11-07T20:49:31Z,2023-08-22T11:03:23Z,977,Go,31683,29190,10865
lensapp/lens,21426,2018-11-12T06:28:56Z,2023-08-22T20:44:07Z,294,TypeScript,3339,2409,4106
ChristosChristofidis/awesome-deep-learning,21421,2015-01-02T19:28:35Z,2023-08-23T00:20:41Z,0,,19,14,533
DesignPatternsPHP/DesignPatternsPHP,21372,2011-08-22T05:24:31Z,2023-08-22T14:13:49Z,0,PHP,112,111,1277
leereilly/games,21333,2012-01-05T19:48:55Z,2023-08-22T19:48:23Z,0,,264,87,648
javascript-tutorial/en.javascript.info,21331,2017-06-03T14:27:57Z,2023-08-22T23:31:57Z,0,HTML,836,689,6435
alibaba/Sentinel,21325,2018-04-04T06:37:33Z,2023-08-22T19:23:19Z,23,Java,2114,1556,815
pugjs/pug,21301,2010-06-23T01:05:42Z,2023-08-22T00:35:00Z,22,JavaScript,2551,2270,2572
